name,abbreviation,nirf_rank,nirf_rank_year,rating,review_count,state,city,affiliation,founded_year,is_premier,placement_percentage,avg_package,highest_package,description
Aggarwal College,AC,,,3.4,305,Haryana,Dist. Faridabad,Private Autonomous,1994,FALSE,59.0,6.5,32.3,"Aggarwal College is a renowned institution located in Dist. Faridabad, Haryana. It offers comprehensive higher education programs."
Agnel Institute of Technology and Design,AIOTA,,,4.0,27,Goa,Assagao,UGC Recognized,1985,FALSE,68.2,5.3,14.9,"Agnel Institute of Technology and Design is a renowned institution located in Assagao, Goa. It offers comprehensive higher education programs."
Agni College of Technology,ACOT,,,4.0,304,Tamil Nadu,Chennai,State University Affiliated,1992,FALSE,55.3,6.9,15.2,"Agni College of Technology is a renowned institution located in Chennai, Tamil Nadu. It offers comprehensive higher education programs."
"Agricultural Development Trusts Sharadabai Pawar Mahila Arts, Commerce & Science College",ADTSP,,,4.6,58,Maharashtra,Baramati,UGC Recognized,2003,FALSE,91.8,6.0,10.1,"Agricultural Development Trusts Sharadabai Pawar Mahila Arts, Commerce & Science College is a renowned institution located in Baramati, Maharashtra. It offers comprehensive higher education programs."
Agurchand Manmull Jain College,AMJC,,,4.7,378,Tamil Nadu,Chennai,Private Autonomous,1988,FALSE,81.5,6.7,19.0,"Agurchand Manmull Jain College is a renowned institution located in Chennai, Tamil Nadu. It offers comprehensive higher education programs."
Ahalia School of Management,ASOM,,,4.3,400,Kerala,Palakkad,Private Autonomous,2006,FALSE,97.3,5.9,27.9,"Ahalia School of Management is a renowned institution located in Palakkad, Kerala. It offers comprehensive higher education programs."
Ahmednagar Jilha Maratha Vidya Prasarak Samaj`s New Arts Commerce & Science College,AJMVP,,,4.5,409,Maharashtra,Ahmednagar,UGC Recognized,1988,FALSE,82.4,4.0,13.0,"Ahmednagar Jilha Maratha Vidya Prasarak Samaj`s New Arts Commerce & Science College is a renowned institution located in Ahmednagar, Maharashtra. It offers comprehensive higher education programs."
"Ahmednagar Jilha Maratha Vidya Prasarak Samaj`s New Arts,Commerce & Science College",AJMVP,,,4.4,345,Maharashtra,Ahmednagar,Private Autonomous,2005,FALSE,80.2,6.4,22.1,"Ahmednagar Jilha Maratha Vidya Prasarak Samaj`s New Arts,Commerce & Science College is a renowned institution located in Ahmednagar, Maharashtra. It offers comprehensive higher education programs."
"Ahmednagar Jilha Maratha Vidya Prasarak Samajs New Arts,Commerce & Science College, Shevgaon, Dist. Ahmednagar",AJMVP,,,4.9,227,Maharashtra,Shevgaon,AICTE Approved,1992,FALSE,65.7,6.5,30.9,"Ahmednagar Jilha Maratha Vidya Prasarak Samajs New Arts,Commerce & Science College, Shevgaon, Dist. Ahmednagar is a renowned institution located in Shevgaon, Maharashtra. It offers comprehensive higher education programs."
Ajay Kumar Garg Engineering College,AKGEC,,,3.6,110,Uttar Pradesh,Ghaziabad,UGC Recognized,1974,FALSE,73.4,6.9,20.3,"Ajay Kumar Garg Engineering College is a renowned institution located in Ghaziabad, Uttar Pradesh. It offers comprehensive higher education programs."
Ajay Kumar Garg Institute of Management,AKGIO,,,3.7,265,Uttar Pradesh,Ghaziabad,Private Autonomous,1985,FALSE,71.5,7.3,15.5,"Ajay Kumar Garg Institute of Management is a renowned institution located in Ghaziabad, Uttar Pradesh. It offers comprehensive higher education programs."
Ajeenkya DY Patil School Of Engineering,ADPSO,,,4.2,99,Maharashtra,Pune,UGC Recognized,2006,FALSE,93.0,5.8,9.1,"Ajeenkya DY Patil School Of Engineering is a renowned institution located in Pune, Maharashtra. It offers comprehensive higher education programs."
Ajeenkya DY Patil University,ADPU,,,4.6,109,Maharashtra,Pune,Private Autonomous,1982,FALSE,66.3,5.3,13.8,"Ajeenkya DY Patil University is a renowned institution located in Pune, Maharashtra. It offers comprehensive higher education programs."
Akbar Peerbhoy College of Commerce & Economics,APCOC,,,3.4,377,Maharashtra,Mumbai,UGC Recognized,1987,FALSE,80.4,6.7,13.7,"Akbar Peerbhoy College of Commerce & Economics is a renowned institution located in Mumbai, Maharashtra. It offers comprehensive higher education programs."
Akshaya College of Engineering and Technology,ACOEA,,,3.8,255,Tamil Nadu,Coimbatore,Central University Affiliated,1999,FALSE,97.6,3.9,19.0,"Akshaya College of Engineering and Technology is a renowned institution located in Coimbatore, Tamil Nadu. It offers comprehensive higher education programs."
"Al- Ameen College, Edathala North P.O. Alwaye",AACEN,,,3.9,84,Kerala,Ernakulam,AICTE Approved,2001,FALSE,93.5,4.4,16.8,"Al- Ameen College, Edathala North P.O. Alwaye is a renowned institution located in Ernakulam, Kerala. It offers comprehensive higher education programs."
Al-Badar Rural Gulbarga Dental College & Hospital,ARGDC,,,4.6,120,Karnataka,Gulbarga,Private Autonomous,1974,FALSE,71.2,5.7,16.0,"Al-Badar Rural Gulbarga Dental College & Hospital is a renowned institution located in Gulbarga, Karnataka. It offers comprehensive higher education programs."
Alagappa Chettiar Government College of Engineering and Technology,ACGCO,,,4.4,63,Tamil Nadu,Sivaganga,Private Autonomous,1984,FALSE,65.6,4.7,17.4,"Alagappa Chettiar Government College of Engineering and Technology is a renowned institution located in Sivaganga, Tamil Nadu. It offers comprehensive higher education programs."
"Alagappa Government Arts College, Karaikudi",AGACK,,,4.6,174,Tamil Nadu,Karaikudi,Central University Affiliated,1984,FALSE,76.2,6.2,25.8,"Alagappa Government Arts College, Karaikudi is a renowned institution located in Karaikudi, Tamil Nadu. It offers comprehensive higher education programs."
Alagappa University,AU,,,4.1,215,Tamil Nadu,Karaikudi,State University Affiliated,2007,FALSE,64.3,4.8,8.6,"Alagappa University is a renowned institution located in Karaikudi, Tamil Nadu. It offers comprehensive higher education programs."
"Alard Institute and Management Sciences, Pune",AIAMS,,,4.2,232,Maharashtra,Pune,Private Autonomous,1954,FALSE,81.9,7.0,14.7,"Alard Institute and Management Sciences, Pune is a renowned institution located in Pune, Maharashtra. It offers comprehensive higher education programs."
Aldel Education Trust's St. John College of Engineering,AETSJ,,,3.7,250,Maharashtra,Palghar,UGC Recognized,1964,FALSE,76.3,5.9,12.9,"Aldel Education Trust's St. John College of Engineering is a renowned institution located in Palghar, Maharashtra. It offers comprehensive higher education programs."
Aligarh Muslim University,AMU,22,2024,4.6,430,nan,nan,Central University Affiliated,1966,TRUE,76.3,24.1,89.5,"Aligarh Muslim University is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
Aligarh Muslim University,AMU,,,3.5,311,Uttar Pradesh,Aligarh,Private Autonomous,1951,FALSE,57.3,5.9,26.8,"Aligarh Muslim University is a renowned institution located in Aligarh, Uttar Pradesh. It offers comprehensive higher education programs."
Aligarh Muslim University,AMU,,,4.8,145,Uttar Pradesh,Aligarh,Central University Affiliated,1960,FALSE,58.2,6.8,18.9,"Aligarh Muslim University is a renowned institution located in Aligarh, Uttar Pradesh. It offers comprehensive higher education programs."
All India Institute of Medical Sciences,AIIOM,,,3.9,56,Delhi,New Delhi,Central University Affiliated,1987,FALSE,61.9,5.8,10.6,"All India Institute of Medical Sciences is a renowned institution located in New Delhi, Delhi. It offers comprehensive higher education programs."
All India Institute of Medical Sciences Bhopal,AIIOM,,,3.8,430,Madhya Pradesh,Bhopal,Central University Affiliated,2003,FALSE,86.3,3.7,12.8,"All India Institute of Medical Sciences Bhopal is a renowned institution located in Bhopal, Madhya Pradesh. It offers comprehensive higher education programs."
All India Institute of Medical Sciences Bhubaneswar,AIIOM,26,2024,3.8,168,nan,nan,UGC Recognized,1988,TRUE,57.3,16.9,72.7,"All India Institute of Medical Sciences Bhubaneswar is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
All India Institute of Medical Sciences Bhubaneswar,AIIOM,,,3.4,156,Odisha,Khordha,UGC Recognized,1963,FALSE,93.8,4.6,14.3,"All India Institute of Medical Sciences Bhubaneswar is a renowned institution located in Khordha, Odisha. It offers comprehensive higher education programs."
All India Institute of Medical Sciences Jodhpur,AIIOM,86,2024,4.2,25,Rajasthan,Jodhpur,Central University Affiliated,1955,TRUE,96.0,10.3,33.3,"All India Institute of Medical Sciences Jodhpur is a renowned institution located in Jodhpur, Rajasthan. It offers comprehensive higher education programs."
All India Institute of Medical Sciences Jodhpur,AIIOM,16,2024,3.8,99,nan,nan,UGC Recognized,1985,TRUE,95.4,19.0,41.4,"All India Institute of Medical Sciences Jodhpur is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
"All India Institute of Medical Sciences, Delhi",AIIOM,9,2024,3.8,137,Delhi,New Delhi,State University Affiliated,2008,TRUE,83.3,19.7,96.4,"All India Institute of Medical Sciences, Delhi is a renowned institution located in New Delhi, Delhi. It offers comprehensive higher education programs."
"All India Institute of Medical Sciences, Delhi",AIIOM,1,2024,4.8,45,nan,nan,UGC Recognized,1993,TRUE,92.9,14.4,29.5,"All India Institute of Medical Sciences, Delhi is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
"All India Institute of Medical Sciences, Raipur",AIIOM,49,2024,4.3,393,nan,nan,Central University Affiliated,1954,TRUE,68.5,24.5,84.4,"All India Institute of Medical Sciences, Raipur is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
"All India Institute of Medical Sciences, Rishikesh",AIIOM,48,2024,3.4,17,nan,nan,Private Autonomous,1963,TRUE,55.2,17.7,38.0,"All India Institute of Medical Sciences, Rishikesh is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
"All India Shivaji Memorial Societys College of Engineering, Pune",AISMS,,,4.7,60,Maharashtra,Pune,State University Affiliated,2000,FALSE,60.5,6.7,18.1,"All India Shivaji Memorial Societys College of Engineering, Pune is a renowned institution located in Pune, Maharashtra. It offers comprehensive higher education programs."
"All India Shivaji Memorial Societys Institute of Management, Pune",AISMS,,,4.6,267,Maharashtra,Pune,UGC Recognized,1977,FALSE,75.6,4.1,17.4,"All India Shivaji Memorial Societys Institute of Management, Pune is a renowned institution located in Pune, Maharashtra. It offers comprehensive higher education programs."
All India Shri Shivaji Memorial Society`s Institute of Information Technology,AISSM,,,3.9,59,Maharashtra,Pune,State University Affiliated,1981,FALSE,80.0,5.1,16.1,"All India Shri Shivaji Memorial Society`s Institute of Information Technology is a renowned institution located in Pune, Maharashtra. It offers comprehensive higher education programs."
"All Saints' College, Thiruvananthapuram",ASCT,,,4.0,144,Kerala,Thiruvananthapuram,Private Autonomous,1997,FALSE,78.7,4.4,13.6,"All Saints' College, Thiruvananthapuram is a renowned institution located in Thiruvananthapuram, Kerala. It offers comprehensive higher education programs."
Allagadda Institute of Management Science,AIOMS,,,3.8,151,Andhra Pradesh,Allagadda,UGC Recognized,1973,FALSE,96.4,6.2,9.6,"Allagadda Institute of Management Science is a renowned institution located in Allagadda, Andhra Pradesh. It offers comprehensive higher education programs."
Allahabad Degree College,ADC,,,4.4,73,Uttar Pradesh,Prayagraj,AICTE Approved,1984,FALSE,90.7,6.2,20.9,"Allahabad Degree College is a renowned institution located in Prayagraj, Uttar Pradesh. It offers comprehensive higher education programs."
Allia,A,253,2024,4.2,425,Karnataka,Bengaluru,Private Autonomous,1988,FALSE,87.9,6.8,12.5,"Allia is a renowned institution located in Bengaluru, Karnataka. It offers comprehensive higher education programs."
Alliance University,AU,,,3.7,311,Karnataka,Bengaluru,UGC Recognized,1997,FALSE,80.9,7.1,22.6,"Alliance University is a renowned institution located in Bengaluru, Karnataka. It offers comprehensive higher education programs."
Alliance University,AU,98,2024,4.2,263,nan,nan,State University Affiliated,2010,TRUE,58.3,8.2,24.7,"Alliance University is a renowned institution located in nan, nan. It offers comprehensive higher education programs."
Alpha Arts and Science College,AAASC,,,3.7,60,Tamil Nadu,Chennai,AICTE Approved,1967,FALSE,59.3,3.7,11.4,"Alpha Arts and Science College is a renowned institution located in Chennai, Tamil Nadu. It offers comprehensive higher education programs."
"Alphonsa College, Pala",ACP,,,4.1,143,Kerala,Pala,UGC Recognized,1957,FALSE,83.7,7.3,21.7,"Alphonsa College, Pala is a renowned institution located in Pala, Kerala. It offers comprehensive higher education programs."
"Alva`s College, Sundari Ananada Alva Campus, Moodabidri",ACSAA,,,4.0,223,Karnataka,Moodbidri,Central University Affiliated,2002,FALSE,73.0,6.6,23.0,"Alva`s College, Sundari Ananada Alva Campus, Moodabidri is a renowned institution located in Moodbidri, Karnataka. It offers comprehensive higher education programs."
"Alvas Institute of Engineering and Technology, Moodbidri",AIOEA,,,4.2,20,Karnataka,Dakshina Kannada,AICTE Approved,2005,FALSE,88.9,5.1,25.1,"Alvas Institute of Engineering and Technology, Moodbidri is a renowned institution located in Dakshina Kannada, Karnataka. It offers comprehensive higher education programs."
"Amal College of Advanced Studies, Myladi",ACOAS,,,4.6,443,Kerala,Nilambur,AICTE Approved,1998,FALSE,67.0,6.1,15.7,"Amal College of Advanced Studies, Myladi is a renowned institution located in Nilambur, Kerala. It offers comprehensive higher education programs."
Amal Jyothi College of Engineering,AJCOE,,,3.6,318,Kerala,Kottayam,State University Affiliated,1967,FALSE,68.6,4.4,18.2,"Amal Jyothi College of Engineering is a renowned institution located in Kottayam, Kerala. It offers comprehensive higher education programs."
Amar Shahid Baba Ajit Singh Jujhar Singh Memorial College,ASBAS,,,4.2,332,Punjab,Ropar,UGC Recognized,2010,FALSE,97.3,3.5,5.8,"Amar Shahid Baba Ajit Singh Jujhar Singh Memorial College is a renowned institution located in Ropar, Punjab. It offers comprehensive higher education programs."
"Ambah PG College, Ambah",APCA,,,3.6,288,Madhya Pradesh,Morena,AICTE Approved,1954,FALSE,78.1,4.7,18.0,"Ambah PG College, Ambah is a renowned institution located in Morena, Madhya Pradesh. It offers comprehensive higher education programs."
Ambalika Institute of Management and Technology,AIOMA,,,3.8,77,Uttar Pradesh,Lucknow,Private Autonomous,2007,FALSE,78.5,4.4,7.3,"Ambalika Institute of Management and Technology is a renowned institution located in Lucknow, Uttar Pradesh. It offers comprehensive higher education programs."
Ambedkar College,AC,,,4.2,346,Tripura,Kumarghat,UGC Recognized,2008,FALSE,96.1,6.8,23.7,"Ambedkar College is a renowned institution located in Kumarghat, Tripura. It offers comprehensive higher education programs."
Ambedkar Institute of Management Studies,AIOMS,,,3.9,164,Andhra Pradesh,Visakhapatnam,Central University Affiliated,1970,FALSE,87.4,3.6,6.7,"Ambedkar Institute of Management Studies is a renowned institution located in Visakhapatnam, Andhra Pradesh. It offers comprehensive higher education programs."
Amdar Shashikant Shinde Mahavidyalaya,ASSM,,,4.1,304,Maharashtra,Dist. Satara,UGC Recognized,1951,FALSE,71.8,5.0,21.7,"Amdar Shashikant Shinde Mahavidyalaya is a renowned institution located in Dist. Satara, Maharashtra. It offers comprehensive higher education programs."
Amguri College,AC,,,4.5,411,Assam,Sivasagar,AICTE Approved,1960,FALSE,74.4,6.4,10.7,"Amguri College is a renowned institution located in Sivasagar, Assam. It offers comprehensive higher education programs."
